#imageName, isWithoutDysgraphia,diffAngle, performanceTime 
whose_1_[4].png,1,0,0.838
whose_0_[0].png,0,3.789,2.417
whose_0_[1].png,0,2.123,2.997
whose_0_[2].png,0,5.39,1.926
whose_0_[3].png,0,4.045,2.162
whose_0_[4].png,0,11.625,1.417
needs_1_[0].png,1,0,1.294
needs_1_[1].png,1,0,0.98
needs_1_[2].png,1,0,0.302
needs_1_[3].png,1,0,1.168
needs_1_[4].png,1,0,1.838
needs_0_[0].png,0,0.986,2.505
needs_0_[1].png,0,4.578,2.954
needs_0_[2].png,0,9.027,1.96
needs_0_[3].png,0,2.438,1.756
needs_0_[4].png,0,0.092,2.988
communication_1_[0].png,1,0,1.294
communication_1_[1].png,1,0,0.98
communication_1_[2].png,1,0,0.302
communication_1_[3].png,1,0,1.168
communication_1_[4].png,1,0,1.838
communication_0_[0].png,0,1.677,2.505
communication_0_[1].png,0,1.642,2.954
communication_0_[2].png,0,3.076,1.96
communication_0_[3].png,0,1.009,1.756
communication_0_[4].png,0,4.204,2.988
on_1_[0].png,1,0,0.815
on_1_[1].png,1,0,0.202
on_1_[2].png,1,0,1.423
on_1_[3].png,1,0,1.437
on_1_[4].png,1,0,0.357
on_0_[0].png,0,5.814,2.497
on_0_[1].png,0,11.968,2.427
on_0_[2].png,0,18.183,2.754
on_0_[3].png,0,6.996,2.942
on_0_[4].png,0,6.049,2.668
coverage_1_[0].png,1,0,1.294
coverage_1_[1].png,1,0,0.98
coverage_1_[2].png,1,0,0.302
coverage_1_[3].png,1,0,1.168
coverage_1_[4].png,1,0,1.838
coverage_0_[0].png,0,0.203,2.505
coverage_0_[1].png,0,10.947,2.954
coverage_0_[2].png,0,3.659,1.96
coverage_0_[3].png,0,1.555,1.756
coverage_0_[4].png,0,0.27,2.988
that_1_[0].png,1,0,1.237
that_1_[1].png,1,0,0.339
that_1_[2].png,1,0,1.303
that_1_[3].png,1,0,0.253
that_1_[4].png,1,0,1.747
that_0_[0].png,0,6.648,2.463
that_0_[1].png,0,25.03,2.243
that_0_[2].png,0,3.913,2.571
that_0_[3].png,0,9.84,2.567
that_0_[4].png,0,5.972,2.424
possible_1_[0].png,1,0,1.611
possible_1_[1].png,1,0,0.448
possible_1_[2].png,1,0,1.462
possible_1_[3].png,1,0,0.755
possible_1_[4].png,1,0,0.926
possible_0_[0].png,0,2.673,2.634
possible_0_[1].png,0,0.798,2.474
possible_0_[2].png,0,0.916,2.253
possible_0_[3].png,0,3.883,2.712
possible_0_[4].png,0,8.502,2.444
purpose_1_[0].png,1,0,1.611
purpose_1_[1].png,1,0,0.448
purpose_1_[2].png,1,0,1.462
purpose_1_[3].png,1,0,0.755
purpose_1_[4].png,1,0,0.926
purpose_0_[0].png,0,2.579,2.634
purpose_0_[1].png,0,7.782,2.474
purpose_0_[2].png,0,3.623,2.253
purpose_0_[3].png,0,5.134,2.712
purpose_0_[4].png,0,0.894,2.444
couple_1_[0].png,1,0,1.611
couple_1_[1].png,1,0,0.448
couple_1_[2].png,1,0,1.462
couple_1_[3].png,1,0,0.755
couple_1_[4].png,1,0,0.926
couple_0_[0].png,0,1.538,2.634
couple_0_[1].png,0,1.727,2.474
couple_0_[2].png,0,4.734,2.253
couple_0_[3].png,0,1.186,2.712
couple_0_[4].png,0,0.817,2.444
by_1_[0].png,1,0,1.458
by_1_[1].png,1,0,0.903
by_1_[2].png,1,0,1.611
by_1_[3].png,1,0,1.506
by_1_[4].png,1,0,2.01
by_0_[0].png,0,5.435,2.51
by_0_[1].png,0,8.601,2.332
by_0_[2].png,0,15.353,2.602
by_0_[3].png,0,8.723,3.241
by_0_[4].png,0,7.045,2.386
might_1_[0].png,1,0,0.815
might_1_[1].png,1,0,0.202
might_1_[2].png,1,0,1.423
might_1_[3].png,1,0,1.437
might_1_[4].png,1,0,0.357
might_0_[0].png,0,19.947,2.497
might_0_[1].png,0,16.768,2.427
might_0_[2].png,0,2.005,2.754
might_0_[3].png,0,7.356,2.942
might_0_[4].png,0,8.731,2.668
feature_1_[0].png,1,0,0.815
feature_1_[1].png,1,0,0.202
feature_1_[2].png,1,0,1.423
feature_1_[3].png,1,0,1.437
feature_1_[4].png,1,0,0.357
feature_0_[0].png,0,6.714,2.497
feature_0_[1].png,0,3.289,2.427
feature_0_[2].png,0,5.28,2.754
feature_0_[3].png,0,3.741,2.942
feature_0_[4].png,0,2.983,2.668
giving_1_[0].png,1,0,0.815
giving_1_[1].png,1,0,0.202
giving_1_[2].png,1,0,1.423
giving_1_[3].png,1,0,1.437
giving_1_[4].png,1,0,0.357
giving_0_[0].png,0,3.825,2.497
giving_0_[1].png,0,5.051,2.427
giving_0_[2].png,0,7.74,2.754
giving_0_[3].png,0,1.123,2.942
giving_0_[4].png,0,0.78,2.668
this_1_[0].png,1,0,0.877
this_1_[1].png,1,0,0.889
this_1_[2].png,1,0,1.26
this_1_[3].png,1,0,0.521
this_1_[4].png,1,0,1.753
this_0_[0].png,0,1.381,1.752
this_0_[1].png,0,8.19,2.271
this_0_[2].png,0,3.995,2.11
this_0_[3].png,0,4.093,2.115
this_0_[4].png,0,6.697,2.179
bed_1_[0].png,1,0,1.237
bed_1_[1].png,1,0,0.339
bed_1_[2].png,1,0,1.303
bed_1_[3].png,1,0,0.253
bed_1_[4].png,1,0,1.747
bed_0_[0].png,0,0.817,2.463
bed_0_[1].png,0,3.749,2.243
bed_0_[2].png,0,1.495,2.571
bed_0_[3].png,0,22.222,2.567
bed_0_[4].png,0,12.44,2.424
professional_1_[0].png,1,0,1.237
professional_1_[1].png,1,0,0.339
professional_1_[2].png,1,0,1.303
professional_1_[3].png,1,0,0.253
professional_1_[4].png,1,0,1.747
professional_0_[0].png,0,3.434,2.463
professional_0_[1].png,0,0.605,2.243
professional_0_[2].png,0,3.53,2.571
professional_0_[3].png,0,5.184,2.567
professional_0_[4].png,0,2.676,2.424
chance_1_[0].png,1,0,1.237
chance_1_[1].png,1,0,0.339
chance_1_[2].png,1,0,1.303
chance_1_[3].png,1,0,0.253
chance_1_[4].png,1,0,1.747
chance_0_[0].png,0,6.737,2.463
chance_0_[1].png,0,1.324,2.243
chance_0_[2].png,0,0.679,2.571
chance_0_[3].png,0,0.557,2.567
chance_0_[4].png,0,2.213,2.424
with_1_[0].png,1,0,1.137
with_1_[1].png,1,0,0.507
with_1_[2].png,1,0,0.687
with_1_[3].png,1,0,0.724
with_1_[4].png,1,0,0.93
with_0_[0].png,0,0.924,2.294
with_0_[1].png,0,6.509,2.832
with_0_[2].png,0,1.425,1.816
with_0_[3].png,0,11.367,1.93
with_0_[4].png,0,5.857,1.921
comes_1_[0].png,1,0,1.458
comes_1_[1].png,1,0,0.903
comes_1_[2].png,1,0,1.611
comes_1_[3].png,1,0,1.506
comes_1_[4].png,1,0,2.01
comes_0_[0].png,0,3.439,2.51
comes_0_[1].png,0,2.372,2.332
comes_0_[2].png,0,3.347,2.602
comes_0_[3].png,0,0.203,3.241
comes_0_[4].png,0,0.945,2.386
yet_1_[0].png,1,0,1.458
yet_1_[1].png,1,0,0.903
yet_1_[2].png,1,0,1.611
yet_1_[3].png,1,0,1.506
yet_1_[4].png,1,0,2.01
yet_0_[0].png,0,2.669,2.51
yet_0_[1].png,0,0.945,2.332
yet_0_[2].png,0,2.238,2.602
yet_0_[3].png,0,14.686,3.241
yet_0_[4].png,0,1.874,2.386
vision_1_[0].png,1,0,1.458
vision_1_[1].png,1,0,0.903
vision_1_[2].png,1,0,1.611
vision_1_[3].png,1,0,1.506
vision_1_[4].png,1,0,2.01
vision_0_[0].png,0,3.983,2.51
vision_0_[1].png,0,1.168,2.332
vision_0_[2].png,0,1.894,2.602
vision_0_[3].png,0,7.106,3.241
vision_0_[4].png,0,1.532,2.386
i_1_[0].png,1,0,1.221
i_1_[1].png,1,0,1.03
i_1_[2].png,1,0,1.195
i_1_[3].png,1,0,0.8
i_1_[4].png,1,0,2.066
i_0_[0].png,0,23.349,2.811
i_0_[1].png,0,27.615,1.78
i_0_[2].png,0,27.683,2.555
i_0_[3].png,0,6.871,1.931
i_0_[4].png,0,5.33,2.522
police_1_[0].png,1,0,0.877
police_1_[1].png,1,0,0.889
police_1_[2].png,1,0,1.26
police_1_[3].png,1,0,0.521
police_1_[4].png,1,0,1.753
police_0_[0].png,0,3.673,1.752
police_0_[1].png,0,9.423,2.271
police_0_[2].png,0,0.75,2.11
police_0_[3].png,0,3.495,2.115
police_0_[4].png,0,3.657,2.179
month_1_[0].png,1,0,0.877
month_1_[1].png,1,0,0.889
month_1_[2].png,1,0,1.26
month_1_[3].png,1,0,0.521
month_1_[4].png,1,0,1.753
month_0_[0].png,0,1.621,1.752
month_0_[1].png,0,12.109,2.271
month_0_[2].png,0,0.324,2.11
month_0_[3].png,0,5.351,2.115
month_0_[4].png,0,1.65,2.179
ball_1_[0].png,1,0,0.877
ball_1_[1].png,1,0,0.889
ball_1_[2].png,1,0,1.26
ball_1_[3].png,1,0,0.521
ball_1_[4].png,1,0,1.753
ball_0_[0].png,0,5.674,1.752
ball_0_[1].png,0,3.923,2.271
ball_0_[2].png,0,3.556,2.11
ball_0_[3].png,0,3.385,2.115
ball_0_[4].png,0,7.664,2.179
you_1_[0].png,1,0,1.41
you_1_[1].png,1,0,1.466
you_1_[2].png,1,0,1.279
you_1_[3].png,1,0,1.058
you_1_[4].png,1,0,0.862
you_0_[0].png,0,10.602,2.497
you_0_[1].png,0,2.119,2.801
you_0_[2].png,0,6.853,3.179
you_0_[3].png,0,2.574,3.352
you_0_[4].png,0,31.341,1.155
everyone_1_[0].png,1,0,1.137
everyone_1_[1].png,1,0,0.507
everyone_1_[2].png,1,0,0.687
everyone_1_[3].png,1,0,0.724
everyone_1_[4].png,1,0,0.93
everyone_0_[0].png,0,0.492,2.294
everyone_0_[1].png,0,6.173,2.832
everyone_0_[2].png,0,9.5,1.816
everyone_0_[3].png,0,0.644,1.93
everyone_0_[4].png,0,0.123,1.921
major_1_[0].png,1,0,1.137
major_1_[1].png,1,0,0.507
major_1_[2].png,1,0,0.687
major_1_[3].png,1,0,0.724
major_1_[4].png,1,0,0.93
major_0_[0].png,0,1.537,2.294
major_0_[1].png,0,9.675,2.832
major_0_[2].png,0,3.789,1.816
major_0_[3].png,0,14.323,1.93
major_0_[4].png,0,10.93,1.921
it_1_[0].png,1,0,2.092
it_1_[1].png,1,0,1.374
it_1_[2].png,1,0,0.676
it_1_[3].png,1,0,1.366
it_1_[4].png,1,0,0.994
it_0_[0].png,0,8.842,2.822
it_0_[1].png,0,7.696,2.825
it_0_[2].png,0,17.613,1.922
it_0_[3].png,0,7.247,2.488
it_0_[4].png,0,8.181,1.827
ending_1_[0].png,1,0,1.137
ending_1_[1].png,1,0,0.507
ending_1_[2].png,1,0,0.687
ending_1_[3].png,1,0,0.724
ending_1_[4].png,1,0,0.93
ending_0_[0].png,0,2.593,2.294
ending_0_[1].png,0,1.096,2.832
ending_0_[2].png,0,5.242,1.816
ending_0_[3].png,0,3.578,1.93
ending_0_[4].png,0,3.882,1.921
not_1_[0].png,1,0,1.735
not_1_[1].png,1,0,0.708
not_1_[2].png,1,0,1.336
not_1_[3].png,1,0,1.284
not_1_[4].png,1,0,1.215
not_0_[0].png,0,12.665,2.278
not_0_[1].png,0,2.815,2.311
not_0_[2].png,0,2.104,2.242
not_0_[3].png,0,2.919,2.073
not_0_[4].png,0,6.916,2.654
star_1_[0].png,1,0,1.221
star_1_[1].png,1,0,1.03
star_1_[2].png,1,0,1.195
star_1_[3].png,1,0,0.8
star_1_[4].png,1,0,2.066
star_0_[0].png,0,1.338,2.811
star_0_[1].png,0,4.338,1.78
star_0_[2].png,0,4.977,2.555
star_0_[3].png,0,1.348,1.931
star_0_[4].png,0,4.364,2.522
clients_1_[0].png,1,0,1.221
clients_1_[1].png,1,0,1.03
clients_1_[2].png,1,0,1.195
clients_1_[3].png,1,0,0.8
clients_1_[4].png,1,0,2.066
clients_0_[0].png,0,3.861,2.811
clients_0_[1].png,0,1.827,1.78
clients_0_[2].png,0,5.965,2.555
clients_0_[3].png,0,1.591,1.931
clients_0_[4].png,0,1.388,2.522
independent_1_[0].png,1,0,1.221
independent_1_[1].png,1,0,1.03
independent_1_[2].png,1,0,1.195
independent_1_[3].png,1,0,0.8
independent_1_[4].png,1,0,2.066
independent_0_[0].png,0,3.089,2.811
independent_0_[1].png,0,3.038,1.78
independent_0_[2].png,0,2.143,2.555
independent_0_[3].png,0,1.088,1.931
independent_0_[4].png,0,0.025,2.522
or_1_[0].png,1,0,1.698
or_1_[1].png,1,0,1.3
or_1_[2].png,1,0,0.732
or_1_[3].png,1,0,0.693
or_1_[4].png,1,0,0.662
or_0_[0].png,0,10.344,2.9
or_0_[1].png,0,2.675,2.268
or_0_[2].png,0,8.912,2.065
or_0_[3].png,0,14.399,2.177
or_0_[4].png,0,4.055,2.48
areas_1_[0].png,1,0,1.41
areas_1_[1].png,1,0,1.466
areas_1_[2].png,1,0,1.279
areas_1_[3].png,1,0,1.058
areas_1_[4].png,1,0,0.862
areas_0_[0].png,0,7.566,2.497
areas_0_[1].png,0,2.327,2.801
areas_0_[2].png,0,10.481,3.179
areas_0_[3].png,0,1.477,3.352
areas_0_[4].png,0,9.015,1.155
ip_1_[0].png,1,0,1.41
ip_1_[1].png,1,0,1.466
ip_1_[2].png,1,0,1.279
ip_1_[3].png,1,0,1.058
ip_1_[4].png,1,0,0.862
ip_0_[0].png,0,4.788,2.497
ip_0_[1].png,0,3.366,2.801
ip_0_[2].png,0,5.418,3.179
ip_0_[3].png,0,14.877,3.352
ip_0_[4].png,0,17.406,1.155
actions_1_[0].png,1,0,1.41
actions_1_[1].png,1,0,1.466
actions_1_[2].png,1,0,1.279
actions_1_[3].png,1,0,1.058
actions_1_[4].png,1,0,0.862
actions_0_[0].png,0,2.629,2.497
actions_0_[1].png,0,5.885,2.801
actions_0_[2].png,0,7.276,3.179
actions_0_[3].png,0,1.506,3.352
actions_0_[4].png,0,4.106,1.155
be_1_[0].png,1,0,1.29
be_1_[1].png,1,0,0.558
be_1_[2].png,1,0,1.363
be_1_[3].png,1,0,0.691
be_1_[4].png,1,0,1.071
be_0_[0].png,0,10.147,3.009
be_0_[1].png,0,0.942,1.886
be_0_[2].png,0,6.167,2.257
be_0_[3].png,0,17.943,2.489
be_0_[4].png,0,8.017,2.945
future_1_[0].png,1,0,2.092
future_1_[1].png,1,0,1.374
future_1_[2].png,1,0,0.676
future_1_[3].png,1,0,1.366
future_1_[4].png,1,0,0.994
future_0_[0].png,0,1.383,2.822
future_0_[1].png,0,3.512,2.825
future_0_[2].png,0,5.238,1.922
future_0_[3].png,0,12.936,2.488
future_0_[4].png,0,3.185,1.827
listen_1_[0].png,1,0,2.092
listen_1_[1].png,1,0,1.374
listen_1_[2].png,1,0,0.676
listen_1_[3].png,1,0,1.366
listen_1_[4].png,1,0,0.994
listen_0_[0].png,0,3.227,2.822
listen_0_[1].png,0,4.86,2.825
listen_0_[2].png,0,2.188,1.922
listen_0_[3].png,0,5.734,2.488
listen_0_[4].png,0,0.937,1.827
approach_1_[0].png,1,0,2.092
approach_1_[1].png,1,0,1.374
approach_1_[2].png,1,0,0.676
approach_1_[3].png,1,0,1.366
approach_1_[4].png,1,0,0.994
approach_0_[0].png,0,4.37,2.822
approach_0_[1].png,0,7.448,2.825
approach_0_[2].png,0,2.895,1.922
approach_0_[3].png,0,3.989,2.488
approach_0_[4].png,0,6.316,1.827
are_1_[0].png,1,0,1.062
are_1_[1].png,1,0,1.418
are_1_[2].png,1,0,1.332
are_1_[3].png,1,0,0.404
are_1_[4].png,1,0,0.394
are_0_[0].png,0,3.091,2.806
are_0_[1].png,0,0.314,2.587
are_0_[2].png,0,10.521,2.527
are_0_[3].png,0,0.524,2.644
are_0_[4].png,0,9.36,2.074
space_1_[0].png,1,0,1.735
space_1_[1].png,1,0,0.708
space_1_[2].png,1,0,1.336
space_1_[3].png,1,0,1.284
space_1_[4].png,1,0,1.215
space_0_[0].png,0,3.18,2.278
space_0_[1].png,0,8.67,2.311
space_0_[2].png,0,2.239,2.242
space_0_[3].png,0,5.681,2.073
space_0_[4].png,0,6.676,2.654
discuss_1_[0].png,1,0,1.735
discuss_1_[1].png,1,0,0.708
discuss_1_[2].png,1,0,1.336
discuss_1_[3].png,1,0,1.284
discuss_1_[4].png,1,0,1.215
discuss_0_[0].png,0,2.645,2.278
discuss_0_[1].png,0,10.371,2.311
discuss_0_[2].png,0,3.333,2.242
discuss_0_[3].png,0,12.584,2.073
discuss_0_[4].png,0,18.571,2.654
cameras_1_[0].png,1,0,1.735
cameras_1_[1].png,1,0,0.708
cameras_1_[2].png,1,0,1.336
cameras_1_[3].png,1,0,1.284
cameras_1_[4].png,1,0,1.215
cameras_0_[0].png,0,1.552,2.278
cameras_0_[1].png,0,10.265,2.311
cameras_0_[2].png,0,1.792,2.242
cameras_0_[3].png,0,1.142,2.073
cameras_0_[4].png,0,2.442,2.654
from_1_[0].png,1,0,2.283
from_1_[1].png,1,0,0.811
from_1_[2].png,1,0,1.356
from_1_[3].png,1,0,2.082
from_1_[4].png,1,0,0.858
from_0_[0].png,0,10.302,2.128
from_0_[1].png,0,15.28,2.837
from_0_[2].png,0,21.216,2.047
from_0_[3].png,0,6.9,2.802
from_0_[4].png,0,22.79,2.035
committee_1_[0].png,1,0,1.698
committee_1_[1].png,1,0,1.3
committee_1_[2].png,1,0,0.732
committee_1_[3].png,1,0,0.693
committee_1_[4].png,1,0,0.662
committee_0_[0].png,0,0.386,2.9
committee_0_[1].png,0,1.241,2.268
committee_0_[2].png,0,3.013,2.065
committee_0_[3].png,0,1.651,2.177
committee_0_[4].png,0,0.795,2.48
accept_1_[0].png,1,0,1.698
accept_1_[1].png,1,0,1.3
accept_1_[2].png,1,0,0.732
accept_1_[3].png,1,0,0.693
accept_1_[4].png,1,0,0.662
accept_0_[0].png,0,1.572,2.9
accept_0_[1].png,0,2.805,2.268
accept_0_[2].png,0,4.484,2.065
accept_0_[3].png,0,1.262,2.177
accept_0_[4].png,0,6.895,2.48
brown_1_[0].png,1,0,1.698
brown_1_[1].png,1,0,1.3
brown_1_[2].png,1,0,0.732
brown_1_[3].png,1,0,0.693
brown_1_[4].png,1,0,0.662
